name,name_kana,lat,lng,region,rank,series,categories,description,key
オヤコツ,,43.5847222,144.3127778,北海道,E,山,,オヤコツもしくは和琴山（わことやま）は、北海道の川上郡弟子屈町にある標高216.1mの山である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),オヤコツ
オロフレ峠,,42.551944,141.075833,北海道,C,自然,,オロフレ峠（オロフレとうげ）は、北海道有珠郡壮瞥町と登別市の境にある峠。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),オロフレ峠
オンネトー,,43.3845833,143.9699167,北海道,B,自然,,オンネトーは、北海道足寄郡足寄町東部の阿寒摩周国立公園内にある湖である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),オンネトー
カトリック元町教会,,41.7633333,140.7127778,北海道,D,建造物,,カトリック元町教会（カトリックもとまちきょうかい）は北海道函館市にあるカトリック札幌教区の教会およびその聖堂。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),カトリック元町教会
カナディアンワールド,,43.5661111,142.2392222,北海道,B,公園,,カナディアンワールド（カナディアンワールド）は、北海道芦別市にある民営公園である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),カナディアンワールド
カムイスキーリンクス,,43.7038889,142.1866667,北海道,D,レジャー施設,,カムイスキーリンクスは、北海道旭川市にあるスキー場。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),カムイスキーリンクス
カムイト沼,,45.2356389,142.21,北海道,D,自然,,カムイト沼（カムイトぬま）は、北海道宗谷管内猿払村にある沼。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),カムイト沼
カムイワッカ湯の滝,,44.1539167,145.1291111,北海道,C,自然,,カムイワッカ湯の滝（カムイワッカゆのたき）とは、北海道斜里郡斜里町のカムイワッカ川にかかる滝である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),カムイワッカ湯の滝
カルルス温泉,,42.539,141.096,北海道,C,温泉,,カルルス温泉（カルルスおんせん）は、北海道登別市にある温泉。名湯百選。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),カルルス温泉
カルルス温泉サンライバスキー場,,42.5208333,141.1,北海道,E,レジャー施設,,カルルス温泉サンライバスキー場（カルルスおんせんサンライバスキーじょう）は、北海道登別市カルルス町に位置する登別市営のスキー場。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),カルルス温泉サンライバスキー場
キウス周堤墓群,,42.8855556,141.7161111,北海道,C,城跡・史跡,,キウス周堤墓群（キウスしゅうていぼぐん）は、北海道千歳市にある縄文後期の集団墓8基で構成される史跡（アーカイブ版）。世界遺産・国の史跡。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),キウス周堤墓群
キタカラ,,45.4169444,141.6766667,北海道,C,商業施設,,キタカラ（KITAcolor）は、北海道稚内市にある複合施設（駅ビル・バスターミナル・道の駅）。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),キタカラ
キャンモアスキービレッジ,,43.7302778,142.5388889,北海道,E,レジャー施設,,キャンモアスキービレッジは、北海道上川郡東川町にあるスキー場。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),キャンモアスキービレッジ
キロロスノーワールド,,43.0669444,140.9894444,北海道,D,レジャー施設,,キロロスノーワールドは、北海道余市郡赤井川村のキロロリゾートにあるスキー場。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),キロロスノーワールド
キロロリゾート,,43.0758333,140.9822222,北海道,C,レジャー施設,,キロロリゾートは、北海道余市郡赤井川村にあるリゾート施設。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),キロロリゾート
クッチャロ湖,,45.1333333,142.3333333,北海道,C,自然,,クッチャロ湖（クッチャロこ）は、北海道北部、宗谷総合振興局管内枝幸郡浜頓別町に存在する周囲約27 kmの汽水湖である。ラムサール条約登録湿地。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),クッチャロ湖
ケンとメリーの木,,43.6087639,142.4640556,北海道,C,自然,,ケンとメリーの木（ケンとメリーのき）は、北海道美瑛町にあるポプラの木の名前。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ケンとメリーの木
サケのふるさと 千歳水族館,さけのふるさとちとせすいぞくかん,42.8327778,141.6591667,北海道,C,博物館他,,サケのふるさと 千歳水族館（さけのふるさと ちとせすいぞくかん）は、北海道千歳市にある水族館。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サケのふるさと 千歳水族館
サッポロさとらんど,,43.1177778,141.4144444,北海道,D,レジャー施設,,サッポロさとらんど（Sapporo Satoland）は、札幌市東区にある施設。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サッポロさとらんど
サッポロガーデンパーク,,43.0711111,141.3694444,北海道,C,レジャー施設,,サッポロガーデンパーク（Sapporo Garden Park）は、札幌市東区北7条東9丁目にある複合施設。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サッポロガーデンパーク
サッポロテイネ,,43.0980556,141.2102778,北海道,C,レジャー施設,,サッポロテイネは、北海道札幌市手稲区にある加森観光が運営するレジャー施設。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サッポロテイネ
サッポロビール博物館,,43.0716667,141.3688889,北海道,C,博物館他,,サッポロビール博物館（サッポロビールはくぶつかん）は、北海道札幌市東区にある企業博物館。近代化産業遺産。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サッポロビール博物館
サッポロファクトリー,,43.0655556,141.3633333,北海道,B,商業施設,,サッポロファクトリー (SAPPORO FACTORY) は、札幌市中央区に所在する複合商業施設である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サッポロファクトリー
サホロリゾート,,43.1663889,142.8133333,北海道,C,レジャー施設,,サホロリゾート（Sahoro Resort）は、北海道上川郡新得町にあるリゾート施設。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サホロリゾート
サホロリゾート ベア・マウンテン,,43.1780556,142.8077778,北海道,C,博物館他,,サホロリゾート ベア・マウンテン（英語：Sahoro Resort Bear Mountain）は、北海道上川郡新得町にあるクマのサファリパーク。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サホロリゾート ベア・マウンテン
サラキ岬,,41.7001389,140.5244444,北海道,E,自然,,サラキ岬（サラキみさき）は、北海道上磯郡木古内町字亀川にある岬。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サラキ岬
サロベツ原野,,45.0666667,141.7,北海道,C,自然,,サロベツ原野（サロベツげんや）は、北海道北部（道北）にある豊富町と幌延町の海岸線沿いに広がる湿原。ラムサール条約登録湿地。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サロベツ原野
サロマ湖,,44.1333333,143.8333333,北海道,A,自然,,サロマ湖（サロマこ）は、北海道、オホーツク海岸の北見市、常呂郡佐呂間町、紋別郡湧別町にまたがる日本最大の汽水湖。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),サロマ湖
スコトン岬,,45.463778,140.967722,北海道,C,自然,,スコトン岬（スコトンみさき）は、北海道礼文郡礼文町にある礼文島の岬。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),スコトン岬
スノークルーズ・オーンズ,,43.1461111,141.1330556,北海道,D,レジャー施設,,スノークルーズ・オーンズは、北海道小樽市にあるスキー場。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),スノークルーズ・オーンズ
タウシュベツ川橋梁,,43.4155556,143.1891667,北海道,A,建造物,,タウシュベツ川橋梁（タウシュベツがわきょうりょう）は、北海道上士幌町の糠平湖にある、旧国鉄士幌線（廃線）のコンクリート製アーチ橋である。近代化産業遺産。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),タウシュベツ川橋梁
ダイナスティスキーリゾート,,42.9308333,141.4513889,北海道,E,レジャー施設,,ダイナスティスキーリゾートは、北海道北広島市にあるスキー場である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ダイナスティスキーリゾート
チキウ岬,,42.3016667,141.0019444,北海道,C,自然,,チキウ岬（チキウみさき）は、北海道室蘭市の太平洋に面する岬である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),チキウ岬
チミケップ湖,,43.6366667,143.8758333,北海道,C,自然,,チミケップ湖（チミケップこ）は、北海道東部、オホーツク管内網走郡津別町字沼沢にある湖である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),チミケップ湖
トッカリショ,,42.311457,141.007726,北海道,D,自然,,トッカリショは、北海道室蘭市の地名。地球岬の東側に位置し、海抜80m前後の凝灰岩質の断崖と奇岩の景観から室蘭八景の一つに選ばれている。国の名勝。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),トッカリショ
トドワラ,,43.58101,145.32852,北海道,C,自然,,トドワラは、北海道東部の根室振興局野付郡別海町の野付半島にある、立ち枯れたトドマツ林の跡である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),トドワラ
トムラウシ温泉,,43.4608333,142.8725,北海道,D,温泉,,トムラウシ温泉（トムラウシおんせん）は、北海道上川郡新得町屈足にある温泉である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),トムラウシ温泉
トラピスト修道院,,41.7405556,140.5688611,北海道,B,建造物,,トラピスト修道院（トラピストしゅうどういん）は、カトリックの修道会の一つである厳律シトー会（トラピスト会）の修道院で、日本では主に北海道北斗市三ツ石（渡島当別）に所在する灯台の聖母トラピスト大修道院（とうだいのせいぼトラピストだいしゅうどういん）の通称となっている。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),トラピスト修道院
トロッコ王国美深,,44.5475,142.5698333,北海道,C,建造物,,トロッコ王国美深（トロッコおうこくびふか）は、北海道中川郡美深町にある観光施設、およびそれを運営しているNPO法人。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),トロッコ王国美深
ナウマン温泉,,42.5802167,143.3137917,北海道,E,温泉,,ナウマン温泉（ナウマンおんせん）は、北海道中川郡幕別町元忠類111-2を源泉とするアルカリ性単純温泉。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ナウマン温泉
ニセコHANAZONOリゾート,,42.8930556,140.6997222,北海道,C,レジャー施設,,ニセコHANAZONOリゾートは、北海道虻田郡倶知安町にあるリゾート。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ニセコHANAZONOリゾート
ニセコアンヌプリ,,42.875,140.6588889,北海道,B,山,,"ニセコアンヌプリは、北海道後志総合振興局かつニセコ積丹小樽海岸国定公園内にある標高1,308.2メートルの火山。日本三百名山。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地)",ニセコアンヌプリ
ニセコアンヌプリ国際スキー場,,42.8533333,140.6486111,北海道,D,レジャー施設,,ニセコアンヌプリ国際スキー場（ニセコアンヌプリこくさいスキーじょう）は、北海道虻田郡ニセコ町にあるリゾート（スキー場）。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ニセコアンヌプリ国際スキー場
ニセコビレッジ,,42.8465833,140.6761389,北海道,C,レジャー施設,,ニセコビレッジは、北海道虻田郡ニセコ町にあるリゾート。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ニセコビレッジ
ニセコ東急 グラン・ヒラフ,,42.8627778,140.7,北海道,C,レジャー施設,,ニセコ東急 グラン・ヒラフは、北海道虻田郡倶知安町にあるリゾート（スキー場）。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ニセコ東急 グラン・ヒラフ
ニセコ温泉郷,,42.8,140.68,北海道,D,温泉,,ニセコ温泉郷（ニセコおんせんきょう）は、北海道虻田郡ニセコ町および北海道磯谷郡蘭越町にある温泉の総称（温泉郷）であるが、ニセコアンヌプリを中心とするエリアの特徴から、最近は北海道虻田郡倶知安町の温泉も含めてニセコ温泉郷と紹介されることが一般的となってきている。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ニセコ温泉郷
ニセコ積丹小樽海岸国定公園,,42.8911,140.5517,北海道,C,自然,,ニセコ積丹小樽海岸国定公園（ニセコしゃこたんおたるかいがんこくていこうえん）は、北海道西南部にある国定公園。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ニセコ積丹小樽海岸国定公園
ノーザンホースパーク,,42.77875,141.7387222,北海道,B,公園,,ノーザンホースパーク（Northern Horse Park）は、北海道苫小牧市字美沢にある社台グループの体験型公園・テーマパーク。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ノーザンホースパーク
パンケ沼,,45.0319167,141.7169167,北海道,C,自然,,パンケ沼（パンケぬま、パンケトウ）は、北海道幌延町字下沼、サロベツ原野に位置する円形の塩沼（汽水湖）。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),パンケ沼
ピヤシリ山,,44.4336944,142.5840833,北海道,D,山,,ピヤシリ山（ピヤシリやま）は、北海道北東部、名寄市・下川町、および雄武町の境にある標高986.8mの山。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ピヤシリ山
ピョウタンの滝,,42.5934722,142.9513889,北海道,C,自然,,ピョウタンの滝（ピョウタンのたき）は、北海道十勝総合振興局管内河西郡中札内村の札内川上流域にある滝である。(掲載元: ja.wikipedia「北海道の観光地」 https://ja.wikipedia.org/wiki/北海道の観光地),ピョウタンの滝
