route,series,seq,spot_key,description,leg_description
マレーシアジャングル探検,マレーシアジャングル探検,3,タマンネガラ国立公園,マレーシアの熱帯雨林を探検し、洞窟グア・テリンガを目指した企画。,
マレーシアジャングル探検,マレーシアジャングル探検,4,グア・テリンガ,マレーシアの熱帯雨林を探検し、洞窟グア・テリンガを目指した企画。,
香港大観光旅行,香港大観光旅行,1,啓徳空港,香港の定番観光地を巡った観光企画。,
香港大観光旅行,香港大観光旅行,2,中環,香港の定番観光地を巡った観光企画。,
香港大観光旅行,香港大観光旅行,3,ヴィクトリア・ピーク,香港の定番観光地を巡った観光企画。,
香港大観光旅行,香港大観光旅行,4,スターフェリー,香港の定番観光地を巡った観光企画。,
香港大観光旅行,香港大観光旅行,5,九龍公園,香港の定番観光地を巡った観光企画。,
香港大観光旅行,香港大観光旅行,6,雀鳥花園,香港の定番観光地を巡った観光企画。,
香港大観光旅行,香港大観光旅行,7,花墟道,香港の定番観光地を巡った観光企画。,
香港大観光旅行,香港大観光旅行,8,通菜街,香港の定番観光地を巡った観光企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,1,シアトル,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,2,アンカレッジ,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,3,ウィッティア,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,4,タルキートナ,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,5,キャントウェル,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,6,デナリ国立公園,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,7,フェアバンクス,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
北極圏突入 〜アラスカ半島620マイル〜,北極圏突入 〜アラスカ半島620マイル〜,8,コールドフット,レンタカーでアラスカを北上し、北極圏のコールドフットまで620マイルを走破した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,1,ゴールデンゲートブリッジ,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,2,ラスベガス,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,3,フラッグスタッフ,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,4,サンタフェ,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,5,クリントン,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,6,ホットスプリングス,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,7,バッファロー,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,8,マンモスケーブ国立公園,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,9,ナッシュビル,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,10,マリオン,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
アメリカ合衆国横断,アメリカ合衆国横断,11,ワシントンD.C.,レンタカーでサンフランシスコからワシントンD.C.までアメリカ大陸を横断した企画。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,1,凱旋門_2,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,2,ランス,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,3,ストラスブール,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,4,フランクフルト,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,5,アルスフェルト,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,6,ザバブルク城,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,7,トレンデルブルク,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,8,ハンブルク,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,9,オーデンセ,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,10,コペンハーゲン,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,11,マルメ,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,12,ウッデバラ,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,13,ムンク美術館,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,14,リレハンメル,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,15,トロンハイム,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,16,ナルヴィク,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,17,ロヴァニエミ,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,18,サンタクロース村,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,19,ユヴァスキュラ,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
ヨーロッパ・リベンジ,ヨーロッパ・リベンジ,20,ヘルシンキ,ヨーロッパ完全制覇の雪辱戦。再び凱旋門から出発し、残りの国々を巡ってヘルシンキで完結した。,
中米・コスタリカで幻の鳥を激写する!,中米・コスタリカで幻の鳥を激写する!,1,サンホセ,幻の鳥ケツァールを撮影するため、コスタリカの山中サン・ヘラルド・デ・ドータへ向かった企画。,
中米・コスタリカで幻の鳥を激写する!,中米・コスタリカで幻の鳥を激写する!,2,コルコバード国立公園,幻の鳥ケツァールを撮影するため、コスタリカの山中サン・ヘラルド・デ・ドータへ向かった企画。,
中米・コスタリカで幻の鳥を激写する!,中米・コスタリカで幻の鳥を激写する!,3,サン・ヘラルド・デ・ドータ,幻の鳥ケツァールを撮影するため、コスタリカの山中サン・ヘラルド・デ・ドータへ向かった企画。,
ユーコン川160キロ 〜地獄の6日間〜,ユーコン川160キロ 〜地獄の6日間〜,1,ホワイトホース,カヌーでユーコン川を160キロ下った過酷な川下り企画。,
ユーコン川160キロ 〜地獄の6日間〜,ユーコン川160キロ 〜地獄の6日間〜,2,レイク・ラバージ,カヌーでユーコン川を160キロ下った過酷な川下り企画。,
ユーコン川160キロ 〜地獄の6日間〜,ユーコン川160キロ 〜地獄の6日間〜,3,フータリンカ,カヌーでユーコン川を160キロ下った過酷な川下り企画。,
ユーコン川160キロ 〜地獄の6日間〜,ユーコン川160キロ 〜地獄の6日間〜,4,ビッグ・サーモン,カヌーでユーコン川を160キロ下った過酷な川下り企画。,
ユーコン川160キロ 〜地獄の6日間〜,ユーコン川160キロ 〜地獄の6日間〜,5,リトル・サーモン,カヌーでユーコン川を160キロ下った過酷な川下り企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,1,ハノイ,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,2,タインホア,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,3,ヴィン,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,4,ドンホイ,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,5,フエ,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,6,ハイヴァン峠,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,7,ダナン,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,8,ホイアン,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,9,クイニョン,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,10,ニャチャン,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,11,ファンラン,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,12,ダラット,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
原付ベトナム縦断1800キロ,原付ベトナム縦断1800キロ,13,ホーチミン,原付カブでハノイからホーチミンまでベトナムを縦断した企画。,
ジャングル・リベンジ,ジャングル・リベンジ,1,ジャラン・ベサール・スタジアム,「マレーシアジャングル探検」の“シカ事件”の真相を確かめる名目で、サッカー観戦の騙し企画から一転してマレーシアのジャングルを再訪した企画。,列車でクアラルンプールへ
ジャングル・リベンジ,ジャングル・リベンジ,2,クアラルンプール_2,「マレーシアジャングル探検」の“シカ事件”の真相を確かめる名目で、サッカー観戦の騙し企画から一転してマレーシアのジャングルを再訪した企画。,前回と同じホテルで目的地が明かされ、タマン・ネガラへ
ジャングル・リベンジ,ジャングル・リベンジ,3,タマンネガラ国立公園_2,「マレーシアジャングル探検」の“シカ事件”の真相を確かめる名目で、サッカー観戦の騙し企画から一転してマレーシアのジャングルを再訪した企画。,
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,1,ローマ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,バチカン市国へ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,2,バチカン市国,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,レンタカーでフィレンツェへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,3,フィレンツェ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,サンマリノへ(道中での入国と推定)
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,4,サンマリノ市,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,ボローニャへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,5,ボローニャ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,ピサへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,6,ピサの斜塔,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,エクス=アン=プロヴァンスへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,7,エクス=アン=プロヴァンス_2,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,マルセイユを通過しバルセロナへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,8,バルセロナ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,バレンシアを経由しクエンカへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,9,クエンカ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,カンポ・デ・クリプターナへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,10,カンポ・デ・クリプターナ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,ウベダへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,11,ウベダ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,グラナダのアルハンブラ宮殿へ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,12,アルハンブラ宮殿,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,アルコス・デ・ラ・フロンテーラへ
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,13,アルコス・デ・ラ・フロンテーラ,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,リスボンを経てロカ岬へ(ゴール)
ヨーロッパ20ヵ国完全制覇 完結編,ヨーロッパ20ヵ国完全制覇 完結編,14,ロカ岬,過去2回で回り切れなかったバチカン市国・サンマリノ・ポルトガルを巡る企画。ローマからレンタカーでユーラシア大陸最西端のロカ岬を目指した。,
初めてのアフリカ,初めてのアフリカ,1,ナイロビ,番組未踏の地アフリカ(ケニア・タンザニア)で野生動物を観察した、当時番組史上最長の全13夜の企画。,車でアルーシャへ
初めてのアフリカ,初めてのアフリカ,2,アルーシャ,番組未踏の地アフリカ(ケニア・タンザニア)で野生動物を観察した、当時番組史上最長の全13夜の企画。,小型機でレイク・マニャラ空港へ
初めてのアフリカ,初めてのアフリカ,3,マニャラ湖,番組未踏の地アフリカ(ケニア・タンザニア)で野生動物を観察した、当時番組史上最長の全13夜の企画。,ンゴロンゴロ保全地域へ
初めてのアフリカ,初めてのアフリカ,4,ンゴロンゴロ保全地域,番組未踏の地アフリカ(ケニア・タンザニア)で野生動物を観察した、当時番組史上最長の全13夜の企画。,セレンゲティ国立公園へ
初めてのアフリカ,初めてのアフリカ,5,セレンゲティ国立公園,番組未踏の地アフリカ(ケニア・タンザニア)で野生動物を観察した、当時番組史上最長の全13夜の企画。,
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,1,凱旋門_3,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,ユーロスターでロンドンへ
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,2,セント・パンクラス駅,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,レンタカーでコッツウォルズへ
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,3,コッツウォルズ_2,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,湖水地方へ
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,4,湖水地方,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,ケイルンライアンからフェリーでベルファストへ
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,5,ベルファスト,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,陸路でダブリンへ(21ヵ国目)
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,6,ダブリン,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,フェリーでホリーヘッドへ渡りリバプールへ
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,7,リバプール,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,ロンドンへ(ゴール)
21年目のヨーロッパ21ヵ国完全制覇,21年目のヨーロッパ21ヵ国完全制覇,8,ロンドン,1997年の「ヨーロッパ21ヵ国完全制覇」で唯一残っていたアイルランドを21年後に訪れ、「ヨーロッパ完全制覇」を正式に完結させた企画。,
