name,name_kana,lat,lng,region,rank,series,categories,description,key
サケ,,43.0619360,141.3542924,北海道,B,寿司,産地|都道府県まで|発祥は特定なし,サケ（鮭、石桂魚、鮏、年魚、Oncorhynchus keta）は、サケ目サケ科サケ属の魚。狭義には種としてのO. keta の標準和名であるが、広義にはサケ類一般を指すことが多い。（発祥地は北海道内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「サケ」 https://ja.wikipedia.org/wiki/サケ),サケ
ハスカップ,,42.6341039,141.6054899,北海道,B,果物,産地|都道府県まで|発祥は特定なし,ハスカップ（標準和名：クロミノウグイスカグラ〔黒実鶯神楽〕、学名: Lonicera caerulea subsp. edulis var. emphyllocalyx）は、スイカズラ科スイカズラ属の落葉低木。（発祥地は北海道の勇払原野。市区町村までは特定していないため、座標は苫小牧市に置いている）(出典: ja.wikipedia「ハスカップ」 https://ja.wikipedia.org/wiki/ハスカップ),ハスカップ
お好み焼き,おこのみやき,34.6937569,135.5014539,大阪府,B,粉もの,都道府県まで|郷土料理百選|発祥は特定なし,お好み焼き（おこのみやき）は、小麦粉と鶏卵、キャベツ、ソースなどを使用する鉄板焼きの一種である。（発祥地は大阪府内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「お好み焼き」 https://ja.wikipedia.org/wiki/お好み焼き),お好み焼き
ニシン,,43.0619360,141.3542924,北海道,B,寿司,産地|都道府県まで|発祥は特定なし,ニシン（鰊・鯟・鯡、学名:Clupea pallasii）は、ニシン目ニシン科の海水魚。別名、春告魚（はるつげうお）。魚体は細長く、体長は30 - 35cmほど。（発祥地は北海道内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「ニシン」 https://ja.wikipedia.org/wiki/ニシン),ニシン
シャコ,,34.6553944,133.9194595,岡山県,B,その他,産地|都道府県まで|発祥は特定なし,シャコ（蝦蛄、青龍蝦）は、軟甲綱トゲエビ亜綱シャコ目（口脚目、シャコ類）に分類される甲殻類の総称、もしくはそのうちのシャコ科シャコ属に属する1種（学名: ）の和名。（発祥地は岡山県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「シャコ」 https://ja.wikipedia.org/wiki/シャコ),シャコ
竹岡ラーメン,,35.2091926,139.8464193,千葉県,B,麺類,発祥店まで特定|発祥がわかる,竹岡ラーメン（たけおかラーメン）・竹岡式ラーメンとは、千葉県内房（富津市竹岡など）周辺発祥のご当地ラーメンである。（発祥店: 梅乃家（千葉県富津市））(出典: ja.wikipedia「竹岡ラーメン」 https://ja.wikipedia.org/wiki/竹岡ラーメン),竹岡ラーメン
カステラ,,32.7501611,129.8781002,長崎県,B,菓子・パン,市区町村まで特定|本文の読み直し|発祥は特定なし,カステラは、鶏卵・砂糖・水飴・小麦粉を混ぜ合わせた生地をオーブンで焼いた菓子の一つ。ポルトガルから伝わった南蛮菓子を元に日本で独自に発展した和菓子である。（発祥地: 長崎県長崎市）(出典: ja.wikipedia「カステラ」 https://ja.wikipedia.org/wiki/カステラ),カステラ
盛岡冷麺,もりおかれいめん,39.7021331,141.1545397,岩手県,B,麺類,市区町村まで特定|郷土料理百選|発祥がわかる,盛岡冷麺（もりおかれいめん）は、岩手県盛岡市の名物麺料理。朝鮮半島の伝統料理・冷麺がアレンジされたものである。わんこそば、じゃじゃ麺と並んで「盛岡三大麺」と称されている。（ご当地: 岩手県盛岡市）(出典: ja.wikipedia「盛岡冷麺」 https://ja.wikipedia.org/wiki/盛岡冷麺),盛岡冷麺
油そば,あぶらそば,35.6819910,139.4362400,東京都,B,麺類,市区町村まで特定|発祥は特定なし,油そば（あぶらそば）は、麺料理の一種。スープのないラーメンによく似た食べ物である。どんぶりの底に入ったごま油や、醤油ベースのタレに、ラー油、酢などの調味料を好みでかけ、麺に絡めて食べる。（発祥地: 東京都国立市）(出典: ja.wikipedia「油そば」 https://ja.wikipedia.org/wiki/油そば),油そば
たこ焼き,たこやき,34.6937569,135.5014539,大阪府,B,粉もの,市区町村まで特定|郷土料理百選|本文の読み直し|発祥がわかる,たこ焼き（たこやき、蛸焼き・タコ焼き・たこ焼き）は、小麦粉の生地の中にタコ（主にマダコ）と薬味を入れて直径 3-5cmほどの球形に焼き上げた郷土料理。（発祥地: 大阪府大阪市）(出典: ja.wikipedia「たこ焼き」 https://ja.wikipedia.org/wiki/たこ焼き),たこ焼き
シークヮーサー,,26.2122345,127.6791452,沖縄県,B,果物,産地|都道府県まで|発祥は特定なし,シークヮーサー（和名：ヒラミレモン〈平実檸檬〉、学名：Citrus × depressa、台湾語： ） は、ミカン科の常緑低木、柑橘類。（発祥地は沖縄県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「シークヮーサー」 https://ja.wikipedia.org/wiki/シークヮーサー),シークヮーサー
イトウ,,43.0619360,141.3542924,北海道,B,その他,産地|都道府県まで|発祥は特定なし,イトウ（伊富、伊富魚、伊当、𩹷（魚偏に鬼） 学名 Parahucho perryi）は、サケ目サケ科イトウ属に分類される淡水魚。（発祥地は北海道内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「イトウ」 https://ja.wikipedia.org/wiki/イトウ),イトウ
もんじゃ焼き,もんじゃやき,35.6632293,139.7822568,東京都,B,粉もの,発祥地と別|地点まで特定|市区町村まで特定|郷土料理百選|発祥は特定なし,もんじゃ焼き（もんじゃやき）は、ゆるく水溶きした小麦粉を鉄板で調理して食べる東京発祥のローカルフードである。単にもんじゃと呼ぶほか、地域によって異なるさまざまな呼称がある（後述）。（発祥地: 東京都墨田区。ご当地は中央区月島の「もんじゃストリート」で、座標はそちらに置いている）(出典: ja.wikipedia「もんじゃ焼き」 https://ja.wikipedia.org/wiki/もんじゃ焼き),もんじゃ焼き
沖縄そば,おきなわそば,26.2122345,127.6791452,沖縄県,B,麺類,市区町村まで特定|郷土料理百選|本文の読み直し|発祥は特定なし,沖縄そば（おきなわそば、沖縄方言:すば、は、中華麺に由来する製法の麺を使用した、沖縄県の郷土料理（沖縄料理）である。麺の上には、豚の三枚肉の煮つけ、棒かまぼこ、ネギ、紅生姜などの具材がトッピングされる。（発祥地: 沖縄県那覇市）(出典: ja.wikipedia「沖縄そば」 https://ja.wikipedia.org/wiki/沖縄そば),沖縄そば
万願寺とうがらし,まんがんじとうがらし,35.430481,135.342912,京都府,B,野菜・漬物,地点まで特定|産地|市区町村まで特定|発祥がわかる,万願寺とうがらし（まんがんじとうがらし）は、トウガラシの品種のひとつ。京都府舞鶴市が発祥の京野菜。地元では「万願寺」「万願寺甘唐」とも呼ばれている。（発祥地: 京都府舞鶴市。座標は万願寺に置いている）(出典: ja.wikipedia「万願寺とうがらし」 https://ja.wikipedia.org/wiki/万願寺とうがらし),万願寺とうがらし
チキン南蛮,,32.5891526,131.6706217,宮崎県,B,肉料理,発祥店まで特定|郷土料理百選|発祥がわかる,チキン南蛮（チキンなんばん）は、小麦粉と溶き卵を絡めた鶏肉を油で揚げ、甘酢（南蛮甘酢ダレ）に浸した宮崎県延岡市発祥の鶏肉料理である。（発祥店: 直ちゃん（宮崎県延岡市））(出典: ja.wikipedia「チキン南蛮」 https://ja.wikipedia.org/wiki/チキン南蛮),チキン南蛮
ちんすこう,,26.2122345,127.6791452,沖縄県,B,菓子・パン,都道府県まで|発祥は特定なし,ちんすこう（金楚）は、琉球王朝時代から沖縄県で作られている伝統的な琉球菓子。（発祥地は沖縄県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「ちんすこう」 https://ja.wikipedia.org/wiki/ちんすこう),ちんすこう
ホンビノスガイ,,35.6945835,139.9825387,千葉県,B,その他,産地|市区町村まで特定|本文の読み直し|発祥は特定なし,ホンビノスガイ（漢: 本美之主貝、、学名: ）は、二枚貝綱マルスダレガイ科の一種。海岸に近い潮間帯のや泥の中に生息する。（発祥地: 千葉県船橋市）(出典: ja.wikipedia「ホンビノスガイ」 https://ja.wikipedia.org/wiki/ホンビノスガイ),ホンビノスガイ
赤福餅,あかふくもち,34.4875944,136.7092334,三重県,B,菓子・パン,市区町村まで特定|発祥がわかる,赤福餅（あかふくもち）は、三重県伊勢市に構える和菓子屋「赤福」を代表する商品である。餅菓子であり、いわゆるあんころ餅の一種。（発祥地: 三重県伊勢市）(出典: ja.wikipedia「赤福餅」 https://ja.wikipedia.org/wiki/赤福餅),赤福餅
トルコライス,,32.7501611,129.8781002,長崎県,B,丼・ごはん,市区町村まで特定|発祥は特定なし,トルコライスは、長崎県、主に長崎市を中心としたご当地グルメで、一皿に多種のおかずが盛りつけられた洋風料理である。また関西地方や横浜・川崎地区など、長崎以外の地域にも内容の異なるトルコライスが存在する。（ご当地: 長崎県長崎市）(出典: ja.wikipedia「トルコライス」 https://ja.wikipedia.org/wiki/トルコライス),トルコライス
ヨウサイ,,26.2122345,127.6791452,沖縄県,B,野菜・漬物,産地|都道府県まで|発祥は特定なし,ヨウサイ（蕹菜、学名: Ipomoea aquatica）は、ヒルガオ科サツマイモ属の野菜。クウシンサイ（空心菜）、エンサイの呼称でも知られる。（発祥地は沖縄県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「ヨウサイ」 https://ja.wikipedia.org/wiki/ヨウサイ),ヨウサイ
シシャモ,ししゃも,42.5748177,141.9268704,北海道,B,その他,産地|市区町村まで特定|本文の読み直し|発祥は特定なし,シシャモ（ししゃも、柳葉魚、Spirinchus lanceolatus）は、キュウリウオ目キュウリウオ科に属する魚で、川で産卵及び孵化し海で成長後に川に戻る（遡河回遊魚）。（発祥地: 北海道むかわ町）(出典: ja.wikipedia「シシャモ」 https://ja.wikipedia.org/wiki/シシャモ),シシャモ
くさや,,34.7501968,139.355501,東京都,B,魚介料理,都道府県まで|郷土料理百選|発祥は特定なし,くさやとは、伊豆諸島の特産品として知られている、魚類の干物の一種である。クサヤモロなどの新鮮な魚を「くさや液」と呼ばれる独特の匂いや風味を有した液体に浸潤した後で、乾燥させて製造する。（発祥地は東京都の伊豆諸島。市区町村までは特定していないため、座標は大島町に置いている）(出典: ja.wikipedia「くさや」 https://ja.wikipedia.org/wiki/くさや),くさや
ウスターソース,,35.1851045,136.8998438,愛知県,B,その他,産地|都道府県まで|発祥がわかる,ウスターソース（ウスターシャーソース/ウースターソース、）は、野菜のピュレに食塩、砂糖、酢、香辛料、アンチョビを加えて調整・熟成させた液体調味料。（発祥地は愛知県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「ウスターソース」 https://ja.wikipedia.org/wiki/ウスターソース),ウスターソース
わんこそば,,39.7021331,141.1545397,岩手県,B,麺類,都道府県まで|郷土料理百選|発祥は特定なし,わんこそば（椀こ蕎麦）は、岩手県（花巻、盛岡）に伝わる蕎麦（そば）の一種。温かいそばつゆにくぐらせた一口大の蕎麦を給仕がお椀に入れていく。（発祥地は岩手県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「わんこそば」 https://ja.wikipedia.org/wiki/わんこそば),わんこそば
クエ,,33.6781748,135.3479399,和歌山県,B,その他,産地|市区町村まで特定|本文の読み直し|発祥は特定なし,クエ（垢穢、学名： ）は、ペルカ目ハタ科に属する海水魚。成長に時間がかかるため、高級な食用魚として、漁業や養殖の対象とされる。（発祥地: 和歌山県白浜町）(出典: ja.wikipedia「クエ」 https://ja.wikipedia.org/wiki/クエ),クエ
ラッカセイ,,35.6658607,140.3178646,千葉県,B,野菜・漬物,産地|市区町村まで特定|本文の読み直し|発祥は特定なし,ラッカセイ（落花生、 学名: ;  または ）は、マメ亜科ラッカセイ属の一年草。他のマメ科作物と違い、花が終わると子房柄が地中に潜るように伸びて、その先にサヤができて豆ができるのが特徴。（発祥地: 千葉県八街市）(出典: ja.wikipedia「ラッカセイ」 https://ja.wikipedia.org/wiki/ラッカセイ),ラッカセイ
河豚の卵巣の糠漬け,ふぐのらんそうのぬかづけ,36.5143504,136.5658067,石川県,B,野菜・漬物,市区町村まで特定|本文の読み直し|発祥は特定なし,河豚の卵巣の糠漬け（ふぐのらんそうのぬかづけ）は石川県の郷土料理。猛毒のテトロドトキシンが含まれているフグの卵巣を3年間塩漬けと糠漬けにすると解毒され、食べられるようになる。（発祥地: 石川県白山市）(出典: ja.wikipedia「河豚の卵巣の糠漬け」 https://ja.wikipedia.org/wiki/河豚の卵巣の糠漬け),河豚の卵巣の糠漬け
ベトコンラーメン,,35.3048780,136.8069150,愛知県,B,麺類,市区町村まで特定|発祥がわかる,ベトコンラーメンは、主に愛知県尾張地方、岐阜県美濃地方、岡山県南部地方、静岡県中部地方のラーメン店で提供されるラーメンの一種である。（発祥地: 愛知県一宮市）(出典: ja.wikipedia「ベトコンラーメン」 https://ja.wikipedia.org/wiki/ベトコンラーメン),ベトコンラーメン
ジュンサイ,,40.1015528,140.005199,秋田県,B,野菜・漬物,産地|市区町村まで特定|本文の読み直し|発祥は特定なし,ジュンサイ（蓴菜、学名: ）は、スイレン目ハゴロモモ科に属する多年生の水草の1種である。本種のみでジュンサイ属 (学名: ) を構成する。（発祥地: 秋田県三種町）(出典: ja.wikipedia「ジュンサイ」 https://ja.wikipedia.org/wiki/ジュンサイ),ジュンサイ
八ツ橋,やつはし,35.0115754,135.7681441,京都府,B,菓子・パン,都道府県まで|発祥は特定なし,八ツ橋（やつはし）は、京都を代表する和菓子の一つ。後述するが派生菓子として「生八ツ橋（なまやつはし）」が存在し、本来の八ツ橋は区別するためレトロニムで「焼き八ツ橋」とも呼ばれる。（発祥地は京都府内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「八ツ橋」 https://ja.wikipedia.org/wiki/八ツ橋),八ツ橋
台湾ラーメン,,35.1679811,136.9359434,愛知県,B,麺類,発祥店まで特定|発祥がわかる,台湾ラーメン（たいわんラーメン）は、台湾料理を起源に持つ日本発祥の麺料理である。鶏がらベースの醤油風味のスープに細めの麺を入れ、唐辛子とニンニクを絡め炒めた挽き肉、もやしとニラが載る。（発祥店: 味仙（愛知県））(出典: ja.wikipedia「台湾ラーメン」 https://ja.wikipedia.org/wiki/台湾ラーメン),台湾ラーメン
佐野ラーメン,,36.3144119,139.5784290,栃木県,B,麺類,市区町村まで特定|発祥がわかる,佐野ラーメン（さのラーメン）とは、栃木県佐野市を中心として食べられているラーメンであり、関東地方のご当地ラーメンの一つ。（ご当地: 栃木県佐野市）(出典: ja.wikipedia「佐野ラーメン」 https://ja.wikipedia.org/wiki/佐野ラーメン),佐野ラーメン
武蔵野うどん,むさしのうどん,35.7177239,139.5659802,東京都,B,麺類,都道府県まで|発祥は特定なし,武蔵野うどん（むさしのうどん）は、東京都北西部の多摩地域から埼玉県西部にかけて広がる武蔵野台地及びその周辺地域、令制国の一つである武蔵国を中心とした地域において、古くから食べられてきたうどんである。（発祥地は東京都の武蔵野地域。市区町村までは特定していないため、座標は武蔵野市に置いている）(出典: ja.wikipedia「武蔵野うどん」 https://ja.wikipedia.org/wiki/武蔵野うどん),武蔵野うどん
サワラ,,34.6553944,133.9194595,岡山県,B,その他,産地|都道府県まで|発祥は特定なし,サワラ（鰆、馬鮫魚、馬加魚、覇羅魚）、学名 Scomberomorus niphonius は、サバ目・サバ科に属する海水魚の一種。（発祥地は岡山県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「サワラ」 https://ja.wikipedia.org/wiki/サワラ),サワラ
シイラ,,33.5588482,133.5310918,高知県,B,その他,産地|都道府県まで|発祥は特定なし,シイラ（鱪、鱰、学名: ）は、アジ目シイラ科に分類される魚の一種。全世界の暖かい海に分布する表層性の大型肉食魚で、食用に漁獲される。（発祥地は高知県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「シイラ」 https://ja.wikipedia.org/wiki/シイラ),シイラ
稲庭うどん,いなにわうどん,39.1643018,140.4957467,秋田県,B,麺類,市区町村まで特定|郷土料理百選|発祥がわかる,稲庭うどん（いなにわうどん）は、秋田県湯沢市稲庭町が発祥の、手延べ製法による干しうどんである。一説には日本三大うどんのひとつに数えられる。（発祥地: 秋田県湯沢市）(出典: ja.wikipedia「稲庭うどん」 https://ja.wikipedia.org/wiki/稲庭うどん),稲庭うどん
イセエビ,,35.6070629,140.1062653,千葉県,B,その他,産地|都道府県まで|発祥は特定なし,"イセエビ（伊勢海老、伊勢蝦、鰝、学名: , ）は、イセエビ科に属するエビの1種。広義にはイセエビ科の数種を指す。別名に外房イセエビ（千葉県産）、志摩海老（三重県産）、鎌倉海老（神奈川県産）など。（発祥地は千葉県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「イセエビ」 https://ja.wikipedia.org/wiki/イセエビ)",イセエビ
讃岐うどん,さぬきうどん,34.3425592,134.0465338,香川県,B,麺類,都道府県まで|郷土料理百選|発祥は特定なし,讃岐うどん（さぬきうどん、Sanuki udon）は、香川県（旧讃岐国）のうどんである。（発祥地は香川県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「讃岐うどん」 https://ja.wikipedia.org/wiki/讃岐うどん),讃岐うどん
白くま,しろくま,31.5517675,130.5468891,鹿児島県,B,菓子・パン,発祥店まで特定|発祥は特定なし,白くま（しろくま）は、鹿児島県鹿児島市発祥の氷菓またはアイスクリーム類。（発祥店: むじゃき（鹿児島県鹿児島市））(出典: ja.wikipedia「白くま」 https://ja.wikipedia.org/wiki/白くま),白くま
あんかけスパゲッティ,,35.1851045,136.8998438,愛知県,B,麺類,市区町村まで特定|発祥がわかる,あんかけスパゲッティは、1960年代に愛知県名古屋市で誕生したスパゲッティ料理。略称は、「あんかけスパ」。（発祥地: 愛知県名古屋市）(出典: ja.wikipedia「あんかけスパゲッティ」 https://ja.wikipedia.org/wiki/あんかけスパゲッティ),あんかけスパゲッティ
チャンプルー,,26.2122345,127.6791452,沖縄県,B,野菜・漬物,都道府県まで|発祥は特定なし,チャンプルーは、豆腐を野菜などと炒めた沖縄料理。（発祥地は沖縄県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「チャンプルー」 https://ja.wikipedia.org/wiki/チャンプルー),チャンプルー
ホッケ,,43.0619360,141.3542924,北海道,B,その他,産地|都道府県まで|発祥は特定なし,ホッケ（𩸽、）は、ペルカ目アイナメ科ホッケ亜科に属する冷水性の魚。成長にしたがって、アオボッケ、ロウソクボッケ、マボッケ、ネボッケと呼び名が変わる。（発祥地は北海道内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「ホッケ」 https://ja.wikipedia.org/wiki/ホッケ),ホッケ
ほうとう,,35.6608015,138.5163999,山梨県,B,麺類,市区町村まで特定|郷土料理百選|発祥は特定なし,ほうとう（餺飥）は、山梨県を中心とした地域で作られる郷土料理。2007年には農林水産省により各地に伝わるふるさとの味の中から決める「農山漁村の郷土料理百選」の中の1つに選ばれている。（発祥地: 山梨県甲斐市）(出典: ja.wikipedia「ほうとう」 https://ja.wikipedia.org/wiki/ほうとう),ほうとう
クビレズタ,,24.8054647,125.2811296,沖縄県,B,その他,産地|都道府県まで|発祥は特定なし,クビレズタまたはクビレヅタ（括れ蔦、学名: ）とは、緑藻のハネモ目イワズタ科イワズタ属に分類される海藻の1種である。（発祥地は沖縄県の宮古島地方。市区町村までは特定していないため、座標は宮古島市に置いている）(出典: ja.wikipedia「クビレズタ」 https://ja.wikipedia.org/wiki/クビレズタ),クビレズタ
辛子明太子,からしめんたいこ,33.5898988,130.4017509,福岡県,B,魚介料理,都道府県まで|郷土料理百選|発祥がわかる,辛子明太子（からしめんたいこ）は、スケトウダラの卵巣（鱈子・たらこ）を塩漬け熟成し、塩抜き後に唐辛子、昆布、砂糖、醤油などからなる調味液に漬け込んで発酵させた惣菜である。（発祥地は福岡県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「辛子明太子」 https://ja.wikipedia.org/wiki/辛子明太子),辛子明太子
サンマーメン,,35.4431514,139.6455483,神奈川県,B,麺類,市区町村まで特定|発祥がわかる,サンマーメン（サンマー麺、生馬麺、生碼麺）は、モヤシなどの野菜や豚肉といった具材を炒めてとろみをつけたあんかけをのせる、神奈川県横浜市発祥のご当地ラーメンである。（発祥地: 神奈川県横浜市。座標は発祥・元祖とされる聘珍樓があった横浜中華街に置いている）(出典: ja.wikipedia「サンマーメン」 https://ja.wikipedia.org/wiki/サンマーメン),サンマーメン
ババヘラ,,39.7197629,140.1034669,秋田県,B,菓子・パン,都道府県まで|発祥がわかる,ババヘラ主な地域秋田県全域発案時期1950年頃?発案店（発案者）進藤冷菓/児玉冷菓（異説もあり）ババヘラは、主に日本の秋田県で露天販売されている氷菓の一種、およびその販売形態。（発祥地は秋田県内。市区町村までは特定していないため、座標は県庁所在地に置いている）(出典: ja.wikipedia「ババヘラ」 https://ja.wikipedia.org/wiki/ババヘラ),ババヘラ
山賊焼,さんぞくやき,36.2382047,137.9687141,長野県,B,肉料理,市区町村まで特定|発祥がわかる,山賊焼（さんぞくやき、「山賊焼き」とも表記）は、日本の鶏肉、特に鶏もも肉を用いたご当地グルメ。大きく分けて以下の2種類の料理がある。なお商標を取得している日本食研は、山口の山賊焼きをレシピとして紹介している。（ご当地: 長野県松本市）(出典: ja.wikipedia「山賊焼」 https://ja.wikipedia.org/wiki/山賊焼),山賊焼
冷やしラーメン,,38.2553393,140.3400205,山形県,C,麺類,市区町村まで特定|本文の読み直し|発祥がわかる,冷やしラーメン（ひやしラーメン）は、北海道では冷やし中華の別名であるが、山形県、福島県、新潟県などでは、冷やし中華とは異なる郷土料理、ご当地グルメ。（発祥地: 山形県山形市）(出典: ja.wikipedia「冷やしラーメン」 https://ja.wikipedia.org/wiki/冷やしラーメン),冷やしラーメン
盛岡じゃじゃ麺,もりおかじゃじゃめん,39.7021331,141.1545397,岩手県,C,麺類,市区町村まで特定|郷土料理百選|発祥がわかる,盛岡じゃじゃ麺（もりおかじゃじゃめん）は、岩手県盛岡市の郷土料理。わんこそば、冷麺と並んで「盛岡三大麺」または「いわての三大麺」と称される麺料理のひとつである。（ご当地: 岩手県盛岡市）(出典: ja.wikipedia「盛岡じゃじゃ麺」 https://ja.wikipedia.org/wiki/盛岡じゃじゃ麺),盛岡じゃじゃ麺
アシタバ,,33.1211601,139.7837742,東京都,C,野菜・漬物,産地|市区町村まで特定|本文の読み直し|発祥は特定なし,アシタバ（明日葉、学名: Angelica keiskei）は、セリ科シシウド属の植物。種小名は、明治時代の植物学者伊藤圭介（1803年 - 1901年）への献名。（発祥地: 東京都八丈町）(出典: ja.wikipedia「アシタバ」 https://ja.wikipedia.org/wiki/アシタバ),アシタバ
魚醤,ぎょしょう,37.3909384,136.8995701,石川県,C,魚介料理,産地|都道府県まで|発祥は特定なし,魚醤（ぎょしょう）は、魚類または他の魚介類と塩を主な原料にした液体状の調味料。魚醤油（うおしょうゆ）、塩魚汁（しょっつる）とも呼ばれる。（発祥地は石川県の奥能登。市区町村までは特定していないため、座標は輪島市に置いている）(出典: ja.wikipedia「魚醤」 https://ja.wikipedia.org/wiki/魚醤),魚醤
