name,name_kana,lat,lng,region,series,categories,description,key
徳島駅,,34.0737688,134.5511051,徳島県,サイコロ2〜西日本完全制覇〜,サイコロ,1泊した後、小松島港へ向かった経由駅と推定される(「サイコロ2」)。「サイコロ3」(特急「うずしお」で高松へ)でも経由地として登場する。,徳島駅
小松島港,,34.0590574,134.5771381,徳島県,サイコロ2〜西日本完全制覇〜,サイコロ,和歌山港行きフェリーに乗船した港と推定される（時間切れとなった地点）。,小松島港
和歌山港,,34.2175041,135.1438589,和歌山県,サイコロ2〜西日本完全制覇〜,サイコロ,時間切れとなったサイコロ2の最終到達地と推定される。,和歌山港
梶ケ谷,,35.58194,139.605476,神奈川県,サイコロ3〜自律神経完全破壊〜,サイコロ,樋口了一の自宅がある川崎市高津区の訪問地と推定される。,梶ケ谷
天王洲,,35.622294,139.751644,東京都,サイコロ3〜自律神経完全破壊〜,サイコロ,東芝EMIのスタジオ「STUDIO TERRA」があった取材地と推定される。,天王洲
品川バスターミナル,,35.6274838,139.7377655,東京都,サイコロ3〜自律神経完全破壊〜,サイコロ,「サイコロ3」前編で深夜バス「キャメル号」に乗車した、旅の最初のバス乗り場。「ゴールデンスペシャルサイコロ6」でも深夜バス「ノクターン号」の乗車地として登場する。,品川バスターミナル
鳥取駅,,35.4938318,134.2254301,鳥取県,サイコロ3〜自律神経完全破壊〜,サイコロ,深夜バス「キャメル号」で到着した経由駅と思われる。,鳥取駅
京都駅,,34.9871026,135.7606929,京都府,サイコロ3〜自律神経完全破壊〜,サイコロ,特急はくと号・サンダーバード号を乗り継いだ経由駅と思われる(「サイコロ3」前編・後編とも経由)。「サイコロ4」(新幹線で博多へ)でも経由地として登場する。,京都駅
敦賀駅,,35.644981,136.07549,福井県,サイコロ3〜自律神経完全破壊〜,サイコロ,特急しらさぎに乗り換えた経由駅と思われる。,敦賀駅
金沢駅,,36.5755903,136.6495941,石川県,サイコロ3〜自律神経完全破壊〜,サイコロ,深夜バス「加賀号」に乗車した経由駅と思われる。,金沢駅
ハウステンボス駅,,33.0909511,129.7904884,長崎県,サイコロ3〜自律神経完全破壊〜,サイコロ,特急ハウステンボスで到着した経由駅と推定される。,ハウステンボス駅
鳥栖駅,,33.3743656,130.5194915,佐賀県,サイコロ3〜自律神経完全破壊〜,サイコロ,特急つばめに乗り換えた経由駅と思われる。,鳥栖駅
西鹿児島駅,,31.5841834,130.5411155,鹿児島県,サイコロ3〜自律神経完全破壊〜,サイコロ,寝台特急なはに乗り換えた経由駅と推定される(「サイコロ3」、現・鹿児島中央駅)。「サイコロ5」(JR快速「なのはな」で指宿へ)でも経由地として登場する。,西鹿児島駅
明石駅,,34.6484957,134.9931716,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,「サイコロ3」前編で、新幹線西明石駅から乗り換えて淡路島・岩屋港行きの高速船に乗るために向かった駅。,明石駅
岩屋港,,34.5936776,135.0144625,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,前編で時間切れとなった淡路島の到達地と推定される。,岩屋港
津名港,,34.4338791,134.9058014,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,前編で時間切れとなった淡路島から旅(サイコロ)を再開した地点。「サイコロ3」後編は札幌での大泉拉致(車で新千歳空港へ)から始まり、飛行機で本州へ戻ってここから前編の続きを再開した。,津名港
倉敷駅,,34.6011413,133.7659999,岡山県,サイコロ3〜自律神経完全破壊〜,サイコロ,「サイコロ3」後編で深夜バス「マスカット号」に乗車した経由駅。,倉敷駅
神戸ヘリポート,,34.6610189,135.2075144,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,「サイコロ3」後編で、サイコロの旅初のヘリコプター移動の出発地となったヘリポート(2018年廃止)。,神戸ヘリポート
但馬空港,,35.5126611,134.7866907,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,神戸から湯村温泉へ向かうヘリコプターの経由地。着陸直前に大泉洋が機内で嘔吐する「ヘリ嘔吐事件」が起きた。,但馬空港
湯村温泉,,35.5553033,134.4878919,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,ヘリコプターで到着した湯村温泉ヘリポート付近の目的地と推定される。,湯村温泉
浜坂駅,,35.6212881,134.4515978,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,特急はまかぜ号に乗り換えた経由駅と思われる。,浜坂駅
城崎駅,,35.6234235,134.8130838,兵庫県,サイコロ3〜自律神経完全破壊〜,サイコロ,特急きのさき号に乗り換えた城崎温泉エリアの経由駅と推定される。,城崎駅
福島駅,,37.7547658,140.4579374,福島県,サイコロ3〜自律神経完全破壊〜,サイコロ,深夜バス「ギャラクシー号」で到着した経由駅と思われる。,福島駅
山形駅,,38.2525866,140.3268939,山形県,サイコロ3〜自律神経完全破壊〜,サイコロ,山形新幹線つばさに乗り換えた経由駅と思われる。,山形駅
大曲駅,,39.4647769,140.4800697,秋田県,サイコロ3〜自律神経完全破壊〜,サイコロ,特急こまくさ号で到着した経由駅と思われる。,大曲駅
盛岡駅,,39.7017941,141.1369796,岩手県,サイコロ3〜自律神経完全破壊〜,サイコロ,代行バスで到着した経由駅と思われる。,盛岡駅
八戸港,,40.54875,141.5069649,青森県,サイコロ3〜自律神経完全破壊〜,サイコロ,苫小牧港行きフェリーに乗船した港と推定される。 「72時間!原付東日本縦断ラリー」でも登場する。,八戸港
苫小牧港,,42.6450453,141.6232875,北海道,サイコロ3〜自律神経完全破壊〜,サイコロ,後編のゴール地点と推定される。 「72時間!原付東日本縦断ラリー」でも、八戸港からのフェリーで北海道に上陸した地点として登場する。,苫小牧港
千歳インターチェンジ,,42.8177728,141.6474287,北海道,サイコロ4〜日本列島完全制覇〜,サイコロ,大泉へのドッキリのチェックポイントとして設定された通過地点と推定される。,千歳インターチェンジ
新千歳空港,,42.7879821,141.6804217,北海道,サイコロ3〜自律神経完全破壊〜,サイコロ,「サイコロ3」後編で、「道内で企画をやる」と偽って車で連れ出した大泉洋を本州へ飛ばすために使った空港(大泉洋拉致事件)。ここから飛行機で本州へ渡り、前編で時間切れとなった淡路島・津名港から旅を再開した。「サイコロ4〜日本列島完全制覇〜」では「カントリーサインの旅II」の続きと偽って大泉を連れて来た本当の目的地(この後飛行機で出雲へ)、「サイコロ5〜キングオブ深夜バス〜」では福岡空港から飛行機で到着したゴール地点として登場する。,新千歳空港
出雲大社,,35.400153,132.6842572,島根県,サイコロ4〜日本列島完全制覇〜,サイコロ,イレギュラーな開始地として選ばれた出発地と推定される。,出雲大社
出雲市駅,,35.361058,132.75609,島根県,サイコロ4〜日本列島完全制覇〜,サイコロ,特急スーパーやくも号に乗り換えた経由駅と思われる。,出雲市駅
広島駅,,34.3979477,132.4765395,広島県,サイコロ4〜日本列島完全制覇〜,サイコロ,1泊した経由駅と思われる。,広島駅
富山駅,,36.7021672,137.2119454,富山県,サイコロ4〜日本列島完全制覇〜,サイコロ,富山地方鉄道に乗り換えた経由駅と思われる。,富山駅
立山黒部アルペンルート,,36.5670625,137.666413,富山県,サイコロ4〜日本列島完全制覇〜,サイコロ,大泉の“登山家”キャラが初登場したアルペンルートの経由地点と推定される（黒部ダム周辺）。,立山黒部アルペンルート
信濃大町駅,,36.4996686,137.8606508,長野県,サイコロ4〜日本列島完全制覇〜,サイコロ,アルペンルートを抜けた後の経由駅と思われる。,信濃大町駅
大町温泉郷,おおまちおんせんきょう,36.5272873,137.8114982,長野県,サイコロ4〜日本列島完全制覇〜,サイコロ,「サイコロ4」で信濃大町駅からレンタカーで伊勢神宮へ向かう途中に立ち寄った温泉地。長野県大町市の鹿島川沿いにある、葛温泉からの引湯で計画的に作られた温泉地。座標は大町温泉郷バス停で代用。,大町温泉郷
伊勢神宮,,34.4588452,136.7228117,三重県,サイコロ4〜日本列島完全制覇〜,サイコロ,レンタカーで参拝に立ち寄った地点と推定される。,伊勢神宮
伊勢市駅,,34.4910956,136.7090776,三重県,サイコロ4〜日本列島完全制覇〜,サイコロ,JR快速みえ号に乗車した経由駅と思われる。,伊勢市駅
名古屋駅,,35.1727429,136.8818628,愛知県,サイコロ4〜日本列島完全制覇〜,サイコロ,新幹線に乗り換えた経由駅と思われる。,名古屋駅
仙台駅,,38.2611173,140.8818736,宮城県,サイコロ4〜日本列島完全制覇〜,サイコロ,一度北上したものの、大泉が宇都宮行きの目を出して南下することになった経由駅と推定される。,仙台駅
宇都宮駅,,36.5605336,139.9091146,栃木県,サイコロ4〜日本列島完全制覇〜,サイコロ,深夜バス「とちの木号」に乗車した経由駅と思われる。,宇都宮駅
羽田空港,,35.5536173,139.7713306,東京都,サイコロ5〜キングオブ深夜バス〜,サイコロ,以降のサイコロシリーズで開始地点に固定された出発地と推定される(「サイコロ5」「サイコロ6」など)。「東京2泊3日70km」でも出発地として登場する(この後徒歩で田園調布へ)。,羽田空港
指宿温泉,,31.2607607,130.6238611,鹿児島県,サイコロ5〜キングオブ深夜バス〜,サイコロ,JR快速なのはな号で到着した目的地と思われる。,指宿温泉
奄美大島,,28.2315595,129.3566818,鹿児島県,サイコロ5〜キングオブ深夜バス〜,サイコロ,マリックスラインで到達した、サイコロシリーズ最南端の地と推定される。,奄美大島
鹿児島空港,,31.7999476,130.7168467,鹿児島県,サイコロ5〜キングオブ深夜バス〜,サイコロ,日本エアシステムで大阪国際空港へ向かった経由空港と思われる。,鹿児島空港
大阪国際空港,,34.7951571,135.4400043,大阪府,サイコロ5〜キングオブ深夜バス〜,サイコロ,飛行機で到着した経由空港と思われる。,大阪国際空港
下松サービスエリア,,34.04282,131.916544,山口県,サイコロ5〜キングオブ深夜バス〜,サイコロ,2回目の「はかた号」乗車中の休憩地点と推定される。,下松サービスエリア
福岡空港,,33.6001056,130.4463862,福岡県,サイコロ5〜キングオブ深夜バス〜,サイコロ,飛行機で新千歳空港へ向かった経由空港と思われる(「サイコロ5」)。「サイコロ6」(この後博多駅へ移動)でも経由地として登場する。,福岡空港
調布飛行場,,35.672313,139.52976,東京都,ゴールデンスペシャルサイコロ6,サイコロ,新中央航空の飛行機で伊豆大島へ向かった出発地と思われる。,調布飛行場
伊豆大島,,34.7141376,139.3948127,東京都,ゴールデンスペシャルサイコロ6,サイコロ,高速船で熱海へ向かった目的地と思われる。,伊豆大島
熱海駅,,35.1026545,139.0784533,静岡県,ゴールデンスペシャルサイコロ6,サイコロ,新幹線こだま号に乗り換えた経由駅と思われる。,熱海駅
高知空港,,33.547388,133.674378,高知県,ゴールデンスペシャルサイコロ6,サイコロ,東京から飛行機で到着した経由空港と思われる。旅の終盤にも伊丹空港から飛行機で降り立ち、ここが旅の終了地点となった。,高知空港
梅田阪急三番街,,34.7047398,135.4991437,大阪府,ゴールデンスペシャルサイコロ6,サイコロ,高知から深夜バス「よさこい号」で到着した大阪の発着地。,梅田阪急三番街
大阪駅,,34.702842,135.49422,大阪府,ゴールデンスペシャルサイコロ6,サイコロ,梅田阪急三番街から法隆寺へ向かった経由地と推定される。,大阪駅
法隆寺,,34.6144598,135.7351668,奈良県,ゴールデンスペシャルサイコロ6,サイコロ,JR大和路快速で立ち寄った目的地と推定される。,法隆寺
新尾道駅,,34.4307206,133.1904434,広島県,ゴールデンスペシャルサイコロ6,サイコロ,新幹線を降り、しまなみ海道経由でレンタカーに乗り換えた経由駅と推定される。,新尾道駅
耕三寺,,34.3038525,133.0899712,広島県,ゴールデンスペシャルサイコロ6,サイコロ,しまなみ海道経由で立ち寄った寺院と推定される。,耕三寺
松山空港,,33.8305392,132.6997611,愛媛県,ゴールデンスペシャルサイコロ6,サイコロ,耕三寺からしまなみ海道経由で到着し、飛行機で羽田空港へ戻った経由空港と思われる。,松山空港
弘前駅,,40.5979603,140.4838805,青森県,ゴールデンスペシャルサイコロ6,サイコロ,深夜バス「ノクターン号」で到達した、サイコロの旅最北端の地と推定される。,弘前駅
青森空港,,40.7336520,140.6883574,青森県,ゴールデンスペシャルサイコロ6,サイコロ,「サイコロ6」で弘前から福岡へ一気に南下する際に利用した空港。,青森空港
宮の森,,43.044885,141.287113,北海道,粗大ゴミで家を作ろう,北海道企画,拾った粗大ゴミで家を建てた札幌の一等地と推定される。,宮の森
琴似,,43.0762659,141.3019245,北海道,粗大ゴミで家を作ろう,北海道企画,粗大ゴミの収集が行われたエリアの一つと推定される。,琴似
駒岡清掃工場,,42.962783,141.3555341,北海道,粗大ゴミで家を作ろう,北海道企画,集めたゴミの処分先となった清掃工場と推定される。,駒岡清掃工場
二股ラジウム温泉,,42.5766888,140.2396721,北海道,闘痔の旅,その他,「闘痔の旅」で2番目に訪れた長万部町の温泉。露天風呂が清掃中で内湯のみの入浴となった。,二股ラジウム温泉
平田内温泉,,42.1620895,139.9974509,北海道,闘痔の旅,その他,大泉の痔を治すため訪れた温泉の一つと推定される（旧熊石町）。,平田内温泉
水無海浜温泉,,41.8111255,141.1843086,北海道,闘痔の旅,その他,海岸際の浴槽が特徴の温泉として訪れた地点と推定される（旧椴法華村）。,水無海浜温泉
函館港,,41.805997,140.7182096,北海道,闘痔の旅,その他,青函フェリーに乗船した港と推定される。,函館港
青森港,,40.8395454,140.7214793,青森県,闘痔の旅,その他,青函フェリーで到着した港と推定される。,青森港
酸ヶ湯温泉,,40.6506075,140.8504857,青森県,闘痔の旅,その他,青函フェリーで青森港へ渡った後に訪れた温泉と推定される。,酸ヶ湯温泉
恐山温泉,,41.327711,141.0899973,青森県,闘痔の旅,その他,訪れたものの、開山期間外で入浴できなかった温泉と推定される。,恐山温泉
宮崎シーガイア,,31.9589957,131.4701625,宮崎県,宮崎リゾート満喫の旅,その他,パブリシティロケとして各種施設を体験した宿泊リゾート施設と推定される。,宮崎シーガイア
フェニックス自然動物園,,31.982969,131.4779027,宮崎県,宮崎リゾート満喫の旅,その他,3日目に見学した動物園と推定される。,フェニックス自然動物園
北広島市,,42.9853877,141.5629536,北海道,北海道212市町村カントリーサインの旅,北海道企画,企画の冒頭、大泉洋にカントリーサインを説明するための例として訪れた国道36号の札幌市・北広島市境界。,北広島市
夕張市,,43.0563455,141.9739081,北海道,北海道212市町村カントリーサインの旅,北海道企画,抽選で最初に訪れた市町村と思われる。,夕張市
幌加内町,,44.0097989,142.1537544,北海道,北海道212市町村カントリーサインの旅,北海道企画,抽選で訪れた町の一つと思われる。,幌加内町
雨竜町,,43.6438261,141.8899455,北海道,北海道212市町村カントリーサインの旅,北海道企画,抽選で訪れた町の一つと思われる。,雨竜町
名寄市,,44.3558063,142.4631619,北海道,北海道212市町村カントリーサインの旅,北海道企画,抽選で訪れた市と思われる。,名寄市
豊頃町,,42.8008661,143.5060834,北海道,北海道212市町村カントリーサインの旅,北海道企画,鈴井が名寄市から約400km離れたこの町を引き当て「ミスターどうでしょう」の地位を決定づけた地点と推定される。,豊頃町
登別温泉,,42.4949266,141.1440007,北海道,北海道212市町村カントリーサインの旅,北海道企画,ギブアップ後に立ち寄り1泊した温泉地と推定される。,登別温泉
洞爺湖,,42.5661047,140.8197988,北海道,北海道212市町村カントリーサインの旅,北海道企画,ギブアップ後にボート遊びをした地点と推定される。,洞爺湖
豊浦町,,42.5834863,140.7116417,北海道,北海道212市町村カントリーサインの旅,北海道企画,ギブアップ後にイチゴ食べ放題を楽しんだ町と推定される。,豊浦町
大沼公園,,41.9807816,140.670244,北海道,北海道212市町村カントリーサインの旅,北海道企画,ギブアップ後に大沼だんごを食べに立ち寄った地点と推定される。,大沼公園
鹿部町,,42.026622,140.8315881,北海道,北海道212市町村カントリーサインの旅,北海道企画,大泉が引き当て、事実上のギブアップに繋がった町と推定される。,鹿部町
猿払村,,45.3305694,142.1087606,北海道,北海道212市町村カントリーサインの旅,北海道企画,「カントリーサインの旅II」に引き継がれる形で旅を終えた地点と推定される。,猿払村
追分本町,,42.876688,141.811712,北海道,北海道212市町村カントリーサインの旅II,北海道企画,猿払村から引き継いだ後、最初に訪れた町と推定される（旧追分町）。,追分本町
丸瀬布町,,44.0066825,143.3382184,北海道,北海道212市町村カントリーサインの旅II,北海道企画,抽選で訪れた町と推定される（現・遠軽町）。,丸瀬布町
サロマ湖,,44.1478827,143.7575802,北海道,北海道212市町村カントリーサインの旅II,北海道企画,能取湖荘（現・能取の宿かがり屋）の近くで話題になった湖と推定される。,サロマ湖
能取湖,,44.0786786,144.1707967,北海道,北海道212市町村カントリーサインの旅II,北海道企画,丸瀬布から興部へ向かう途中で「綺麗だった」と話題になった湖と推定される。,能取湖
興部町,,44.469895,143.1224932,北海道,北海道212市町村カントリーサインの旅II,北海道企画,抽選で訪れた町と思われる。,興部町
下川町,,44.3026021,142.634994,北海道,北海道212市町村カントリーサインの旅II,北海道企画,抽選で訪れた町と思われる。,下川町
大成町,,42.228209,139.819189,北海道,北海道212市町村カントリーサインの旅II,北海道企画,ファンとの遭遇の末に訪れることになった町と推定される（現・せたな町）。,大成町
上ノ国町,,41.801361,140.1209345,北海道,北海道212市町村カントリーサインの旅II,北海道企画,抽選で訪れた町と思われる。,上ノ国町
生田原町,,43.9214522,143.5344453,北海道,北海道212市町村カントリーサインの旅II,北海道企画,サイコロ4の冒頭に引き継がれる形で旅を終えた地点と推定される（現・遠軽町）。,生田原町
北海道テレビ放送,,43.0266840,141.3737780,北海道,第1回水曜どうでしょうカルトクイズ世界大会,北海道企画,一般のファン約600人が集まり、正面駐車場で1次試験(○×クイズ)、社屋内で2次試験(筆記)と決勝(早押し)が行われた会場。「シェフ大泉 車内でクリスマス・パーティー」(駐車場)・「onちゃんカレンダー」(第1スタジオ)の会場でもある。座標は企画当時の南平岸旧社屋(札幌市豊平区平岸4条13丁目)の代表点で代用。,北海道テレビ放送
田園調布駅,,35.5971943,139.666471,東京都,東京2泊3日70km,その他,田園調布の高級住宅街を通過した際の目印となった駅と推定される。,田園調布駅
グランドプリンスホテル高輪,,35.6318106,139.7346159,東京都,東京2泊3日70km,その他,1日目の宿泊地(当時の高輪プリンスホテル)。予定していた品川プリンスホテルが満室のため急遽変更された。,グランドプリンスホテル高輪
お台場海浜公園,,35.6334847,139.7748017,東京都,東京2泊3日70km,その他,レインボーブリッジを渡って徒歩で到着した地点と推定される。,お台場海浜公園
日の出桟橋,,35.6513748,139.7606156,東京都,東京2泊3日70km,その他,水上バスに乗船するため向かった桟橋と推定される。,日の出桟橋
東京タワー,,35.6584718,139.7454977,東京都,東京2泊3日70km,その他,大泉のみが展望台まで登った地点と推定される。,東京タワー
六本木,,35.6645701,139.7300923,東京都,東京2泊3日70km,その他,日の出桟橋から水上バスで移動した後に目指した3番目の目的地。,六本木
国会議事堂,,35.6759031,139.7449281,東京都,東京2泊3日70km,その他,武道館へ向かう途中で経由した地点と推定される。,国会議事堂
最高裁判所,,35.6802503,139.7437142,東京都,東京2泊3日70km,その他,武道館へ向かう途中で経由した地点と推定される。,最高裁判所
日本武道館,,35.6934086,139.7498597,東京都,東京2泊3日70km,その他,大泉の“登山家”キャラが再登場し「大泉洋ショー」が行われた地点と推定される。,日本武道館
神田神保町,,35.6956696,139.7569835,東京都,東京2泊3日70km,その他,両国国技館へ向かう途中で経由した地点と推定される。,神田神保町
秋葉原,,35.7018928,139.7743684,東京都,東京2泊3日70km,その他,両国国技館へ向かう途中で経由した地点と推定される。,秋葉原
両国国技館,,35.6969958,139.7932345,東京都,東京2泊3日70km,その他,大泉が「土俵入り」を行った地点と推定される。,両国国技館
浅草,,35.7110975,139.7990765,東京都,東京2泊3日70km,その他,浅草ビューホテルに1泊した宿泊地と推定される。,浅草
大泉学園駅,,35.7490256,139.5862998,東京都,東京2泊3日70km,その他,最終目的地として大泉が強行主張した地点と推定される。,大泉学園駅
西公園,,38.2596865,140.8616506,宮城県,桜前線捕獲大作戦,その他,桜前線を追う旅の出発地となった仙台市青葉区の公園。ここで桜が散り始めていたことから岩手県へ向かうことになった。,西公園
一関市,,38.9346961,141.126605,岩手県,桜前線捕獲大作戦,その他,レンタカーで岩手県内を北上する起点となった市と推定される。,一関市
厳美渓,,38.9441263,141.0475643,岩手県,桜前線捕獲大作戦,その他,空飛ぶだんご「郭公だんご」を食べた渓谷と推定される。 「東北2泊3日生き地獄ツアー」でも登場する。,厳美渓
平泉,,38.9983499,141.1078003,岩手県,桜前線捕獲大作戦,その他,前沢へ向かう途中で立ち寄った地点と推定される（中尊寺周辺）。,平泉
前沢,,39.0476653,141.1118461,岩手県,桜前線捕獲大作戦,その他,前沢ガーデンで前沢牛のステーキを食べた地点と推定される。 「東北2泊3日生き地獄ツアー」でも登場する。,前沢
北上市展勝地公園,,39.2761325,141.1282986,岩手県,桜前線捕獲大作戦,その他,桜前線を追って訪れた公園と推定される。,北上市展勝地公園
石割桜,,39.7037896,141.1512335,岩手県,桜前線捕獲大作戦,その他,わんこそば対決の後に訪れた盛岡市内の桜の名所と推定される。,石割桜
田沢湖,,39.7307174,140.69948,秋田県,桜前線捕獲大作戦,その他,桜前線を追い越してしまったことが判明した地点と推定される。,田沢湖
乳頭温泉,,39.8007826,140.7948712,秋田県,桜前線捕獲大作戦,その他,最終的に温泉に入るのがメインとなった目的地と推定される。,乳頭温泉
日勝峠,,42.9744478,142.8065418,北海道,十勝二十番勝負,北海道企画,大泉が車中泊した日勝峠と推定される。,日勝峠
本別町,,43.1246138,143.6110369,北海道,十勝二十番勝負,北海道企画,旅程で訪れた十勝地方の町の一つ。,本別町
帯広市,,42.923809,143.1966324,北海道,十勝二十番勝負,北海道企画,旅程で訪れた十勝地方の中心市。,帯広市
上士幌町,,43.2326983,143.2959429,北海道,十勝二十番勝負,北海道企画,旅程で訪れた十勝地方の町の一つ。,上士幌町
芽室町,,42.911722,143.0507309,北海道,十勝二十番勝負,北海道企画,旅程で訪れた十勝地方の町の一つ。,芽室町
広尾町,,42.285532,143.3116162,北海道,十勝二十番勝負,北海道企画,旅程で訪れた十勝地方の町の一つ。,広尾町
中札内村,,42.6977746,143.1323776,北海道,十勝二十番勝負,北海道企画,旅程で訪れた十勝地方の村。,中札内村
