route,series,seq,spot_key,description,leg_description
サイコロ2〜西日本完全制覇〜,サイコロ2〜西日本完全制覇〜,14,笠岡駅,サイコロの旅第2弾。出目に翻弄されながら西日本各地を転々とし、和歌山港で幕を閉じた。,高速船で白石島へ
サイコロ2〜西日本完全制覇〜,サイコロ2〜西日本完全制覇〜,15,白石島,サイコロの旅第2弾。出目に翻弄されながら西日本各地を転々とし、和歌山港で幕を閉じた。,高速船と鉄道で岡山へ
サイコロ2〜西日本完全制覇〜,サイコロ2〜西日本完全制覇〜,16,岡山駅,サイコロの旅第2弾。出目に翻弄されながら西日本各地を転々とし、和歌山港で幕を閉じた。,快速「マリンライナー」で高松へ
サイコロ2〜西日本完全制覇〜,サイコロ2〜西日本完全制覇〜,17,高松駅,サイコロの旅第2弾。出目に翻弄されながら西日本各地を転々とし、和歌山港で幕を閉じた。,特急「うずしお」で徳島へ
サイコロ2〜西日本完全制覇〜,サイコロ2〜西日本完全制覇〜,18,徳島駅,サイコロの旅第2弾。出目に翻弄されながら西日本各地を転々とし、和歌山港で幕を閉じた。,小松島港へ移動
サイコロ2〜西日本完全制覇〜,サイコロ2〜西日本完全制覇〜,19,小松島港,サイコロの旅第2弾。出目に翻弄されながら西日本各地を転々とし、和歌山港で幕を閉じた。,フェリーで和歌山港へ
サイコロ2〜西日本完全制覇〜,サイコロ2〜西日本完全制覇〜,20,和歌山港,サイコロの旅第2弾。出目に翻弄されながら西日本各地を転々とし、和歌山港で幕を閉じた。,
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,1,梶ケ谷,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,車で天王洲へ(取材)
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,2,天王洲,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,深夜バス乗り場の品川へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,3,品川バスターミナル,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,深夜バス「キャメル号」で鳥取へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,4,鳥取駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,特急「スーパーはくと」で京都へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,5,京都駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,特急「サンダーバード」で敦賀へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,6,敦賀駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,特急「しらさぎ」で金沢へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,7,金沢駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,深夜バス・鉄道を乗り継ぎ博多へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,8,博多駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,特急「ハウステンボス」でハウステンボスへ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,9,ハウステンボス駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,特急で鳥栖へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,10,鳥栖駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,特急「つばめ」で西鹿児島へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,11,西鹿児島駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,寝台特急「なは」で岡山方面へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,12,岡山駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,新幹線で西明石へ、明石駅へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,13,明石駅,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,高速船で淡路島・岩屋港へ
サイコロ3〜自律神経完全破壊〜 前編,サイコロ3〜自律神経完全破壊〜,14,岩屋港,サイコロの旅第3弾の前編。深夜バス移動の連続で自律神経を破壊されながら、淡路島・岩屋港まで進んだ。,
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,1,札幌,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,車で新千歳空港へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,2,新千歳空港,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,飛行機で本州へ(淡路島・津名港で旅を再開)
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,3,津名港,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,フェリー・バスで徳島へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,4,徳島駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,特急「うずしお」で高松へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,5,高松駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,快速「マリンライナー」で岡山へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,6,岡山駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,在来線で倉敷へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,7,倉敷駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,深夜バス「マスカット号」で新宿へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,8,新宿高速バスターミナル,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,東京駅へ移動
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,9,東京駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,新幹線で新神戸へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,10,新神戸駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,神戸ヘリポートへ移動
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,11,神戸ヘリポート,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,ヘリコプターで但馬空港へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,12,但馬空港,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,ヘリコプターで湯村温泉へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,13,湯村温泉,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,浜坂駅へ移動
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,14,浜坂駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,特急「はまかぜ」で城崎へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,15,城崎駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,特急「きのさき」で京都へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,16,京都駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,深夜バス「ギャラクシー号」で福島へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,17,福島駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,山形新幹線「つばさ」で山形へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,18,山形駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,特急「こまくさ」で大曲へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,19,大曲駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,代行バスで盛岡へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,20,盛岡駅,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,八戸港へ移動
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,21,八戸港,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,フェリーで苫小牧港へ
サイコロ3〜自律神経完全破壊〜 後編,サイコロ3〜自律神経完全破壊〜,22,苫小牧港,サイコロの旅第3弾の後編。「道内で企画」と偽って大泉を車で新千歳空港へ連れ出し(大泉洋拉致事件)、前編で時間切れとなった淡路島・津名港から旅を再開、最後はフェリーで苫小牧へ帰り着いた。,
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,1,千歳インターチェンジ,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,新千歳空港へ(ドッキリ)
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,2,新千歳空港,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,飛行機で出雲へ、出雲大社へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,3,出雲大社,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,出雲市駅へ移動
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,4,出雲市駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,特急「スーパーやくも」で岡山へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,5,岡山駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,新幹線で広島へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,6,広島駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,新幹線で新大阪へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,7,新大阪駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,特急「サンダーバード」で富山へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,8,富山駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,富山地方鉄道と立山黒部アルペンルートで黒部へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,9,立山黒部アルペンルート,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,アルペンルートを抜け信濃大町へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,10,信濃大町駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,レンタカーで伊勢神宮へ(途中で大町温泉郷に立ち寄り)
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,11,大町温泉郷,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,レンタカーで伊勢神宮へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,12,伊勢神宮,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,伊勢市駅へ移動
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,13,伊勢市駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,JR快速「みえ」で名古屋へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,14,名古屋駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,新幹線で東京へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,15,東京駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,新幹線「やまびこ」で仙台へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,16,仙台駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,新幹線で宇都宮へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,17,宇都宮駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,深夜バス「とちの木号」で東京へ戻り新幹線で京都へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,18,京都駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,新幹線で博多へ
サイコロ4〜日本列島完全制覇〜,サイコロ4〜日本列島完全制覇〜,19,博多駅,サイコロの旅第4弾。千歳を起点に日本列島を行き来し、博多駅で終了した。,
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,1,羽田空港,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,深夜バス乗り場の新宿へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,2,新宿高速バスターミナル,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,深夜バス「はかた号」で博多へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,3,博多駅,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,特急「つばめ」で西鹿児島へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,4,西鹿児島駅,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,JR快速「なのはな」で指宿へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,5,指宿温泉,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,マリックスラインのフェリーで奄美大島へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,6,奄美大島,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,飛行機で鹿児島空港へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,7,鹿児島空港,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,日本エアシステム機で大阪(伊丹)へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,8,大阪国際空港,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,新大阪駅へ移動
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,9,新大阪駅,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,新幹線で東京へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,10,東京駅,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,深夜バス「はかた号」で九州へ(下松SAで休憩)
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,11,下松サービスエリア,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,深夜バス「はかた号」で博多、福岡空港へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,12,福岡空港,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,飛行機で新千歳空港へ
サイコロ5〜キングオブ深夜バス〜,サイコロ5〜キングオブ深夜バス〜,13,新千歳空港,サイコロの旅第5弾。「キングオブ深夜バス」はかた号をはじめ長距離バスを乗り継ぎ、羽田から新千歳へ。,
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,1,羽田空港,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,調布飛行場へ移動
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,2,調布飛行場,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,新中央航空機で伊豆大島へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,3,伊豆大島,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,高速船で熱海へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,4,熱海駅,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,新幹線「こだま」で東京へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,5,東京駅,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,飛行機で高知空港へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,6,高知空港,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,高知駅へ移動
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,7,高知駅,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,深夜バス「よさこい号」で大阪・梅田へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,8,梅田阪急三番街,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,大阪駅へ移動
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,9,大阪駅,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,JR大和路快速で法隆寺へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,10,法隆寺,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,新大阪駅へ移動
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,11,新大阪駅,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,新幹線で新尾道へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,12,新尾道駅,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,しまなみ海道経由でレンタカーで耕三寺へ
ゴールデンスペシャルサイコロ6 第1夜,ゴールデンスペシャルサイコロ6,13,耕三寺,ゴールデンスペシャルとして放送されたサイコロの旅の第1夜。羽田空港から松山空港へ。,しまなみ海道経由で松山空港へ
